,地址,经度,纬度,等级
浦东新区康桥社区卫生服务中心,浦东新区康桥镇康弘路565号,121.59405044944509,31.12754861124005,一级
浦东新区书院社区卫生服务中心,书院镇新卫路6号,121.86851065603321,30.985026593742695,一级
浦东新区书院社区卫生服务中心南分中心,书院镇芸香路38号,121.86039092754103,30.9329353197721,一级
浦东新区万祥社区卫生服务中心,万祥镇万和路185号,121.81255256816634,30.972735145994868,一级
浦东新区宣桥社区卫生服务中心,宣桥镇沪南公路8719号,121.6911973567608,31.04031922649713,一级
浦东新区宣桥社区卫生服务中心三灶分中心,宣桥镇下盐公路3693号,121.70147180103675,31.070984086741056,一级
浦东新区惠南社区卫生服务中心,浦东新区惠南镇观海路259号,121.7782835293176,31.033633258873376,一级
浦东新区老港社区卫生服务中心,老港镇鑫盛路13号,121.83477130859953,31.042027802678014,一级
浦东新区泥城社区卫生服务中心,泥城镇南芦公路1843号,121.82525967946452,30.901692938255167,一级
浦东新区泥城社区卫生服务中心彭镇分中心,泥城镇马五公路525号,121.79284994480624,30.907035597301114,一级
浦东新区周浦社区卫生服务中心,周浦镇沈梅东路163号,121.58097439250298,31.095254975649574,一级
浦东新区周浦社区卫生服务中心瓦屑分中心,周浦镇瓦屑老街148号,121.64847947023453,31.111657052475856,一级
浦东新区祝桥社区卫生服务中心,祝桥镇川南奉公路5009号,121.75323178127492,31.117275707238697,一级
浦东新区祝桥社区卫生服务中心朝阳分中心,浦东新区朝阳农场,121.83131257155277,31.10268685316233,一级
浦东新区祝桥社区卫生服务中心盐仓分中心,祝桥镇川南奉公路5729号,121.75825619587827,31.087021378635672,一级
浦东新区祝桥社区卫生服务中心东海分中心,祝桥镇盐朝公路867号,121.80906267011981,31.096401975905728,一级
浦东新区老港社区卫生服务中心滨海分中心,老港镇滨海通源东路15号,121.87927995274923,31.018778872328944,一级
浦东新区芦潮港社区卫生服务中心,芦潮港镇果园路145弄48号,121.8447559884601,30.880260996246072,一级
浦东新区芦潮港社区卫生服务中心芦农分中心,南汇芦潮港农场,121.7978175106426,30.862463450431875,一级
上海兰公馆护理院,南奉公路4999号二楼,121.53327954561823,30.924341326519983,一级
上海馨岚老年护理院,上海市奉贤区南桥镇金海公路2488号,121.49810127324376,30.89484638346142,一级
奉贤区中心医院,南桥镇南奉公路6600号,121.50201682706329,30.924582573759174,二级
奉贤区古华医院,南桥镇南奉公路9220号,121.46336254193048,30.91572244377096,二级
奉贤区奉城医院,川南奉公路9983号,121.63751039400705,30.912872268282307,二级
奉贤区中医医院,奉贤区南奉公路9588号,121.45720030098283,30.91435983196499,二级
奉贤区精神卫生中心,奉炮公路1180弄1号,121.51447614886882,30.84699731355177,二级
奉贤区妇幼保健所,南桥镇立新路60号,121.45606807179475,30.914298151649223,二级
奉贤区牙病防治所,南桥镇南奉公路9198号,121.4638259878637,30.915522761433735,二级
奉贤区四团镇平安社区卫生服务中心邵厂分中心,邵厂镇青年路3号,121.75528770793353,30.90902551162766,一级
奉贤区南桥镇光明社区卫生服务中心,奉贤区光明优化路108号,121.50676926582918,30.906489348087444,一级
奉贤区柘林镇胡桥社区卫生服务中心,奉贤区柘林镇胡桥社区农交路33弄39号,121.42834440792558,30.831720360726926,一级
奉贤区南桥镇社区卫生服务中心,南桥镇南中路260号,121.44996443915707,30.914386135030135,一级
奉贤区南桥镇社区卫生服务中心育秀社区卫生服务站,奉贤区南桥镇育秀东路29号,121.47627767860541,30.91343598847271,一级
奉贤区金汇镇齐贤社区卫生服务中心,齐贤镇金钱公路1926号,121.50267081758908,30.952690866211547,一级
奉贤区青村镇钱桥社区卫生服务中心,钱桥镇长丰路45号,121.53685920327699,30.873214864522225,一级
奉贤区青村镇社区卫生服务中心,奉贤区青村镇青村南路182号,121.58078229739893,30.923729122800484,一级
奉贤区四团镇社区卫生服务中心,四团镇天鹏路48号,121.71670851224953,30.94467570394349,一级
奉贤区奉城镇头桥社区卫生服务中心,奉贤区奉城镇头桥东路386号,121.64064240350675,30.949145773410063,一级
奉贤区南桥镇西渡社区卫生服务中心,南桥镇西渡社区吴塘路480号,121.44163091074684,30.96395873316778,一级
奉贤区西渡镇卫生院西渡口门诊部,奉贤区西闸路1号,121.42705166262827,30.991202196830322,一级
奉贤区柘林镇社区卫生服务中心,柘林镇钦林北路70号,121.46933635579695,30.833784841180883,一级
奉贤区庄行镇社区卫生服务中心,庄行镇南亭公路3073号,121.38939260621956,30.904751732594523,一级
奉贤区四团镇平安社区卫生服务中心,平安镇四平公路1471号,121.72796670938523,30.898130447524135,一级
奉贤区奉城镇塘外社区卫生服务中心,奉城镇塘外社区奉拓公路943号,121.63646308302785,30.911997409127864,一级
奉贤区庄行镇邬桥社区卫生服务中心,奉贤区庄行镇邬桥社区汇中中路126号,121.39733880713777,30.964441884514716,一级
奉贤区奉城镇社区卫生服务中心,奉城镇洪庙洪运路11号,121.68270373525705,30.92725707282177,一级
奉贤区金汇镇社区卫生服务中心,金汇镇金钱公路755号,121.49607442706673,30.985169874291547,一级
奉贤区金汇镇泰日社区卫生服务中心,泰日镇泰青路356号,121.5606859683746,30.983390385710052,一级
奉贤区柘林镇新寺社区卫生服务中心,新寺镇沪杭公路2491号,121.45483782618764,30.86473122791152,一级
奉贤区南桥镇社区卫生服务中心贝港分中心,奉贤区南桥镇环城西路373号,121.44027861894256,30.908870825932198,一级
奉贤区海湾镇燎原社区卫生服务中心,奉贤区燎钦公路1395号,121.63638664785867,30.87004209925906,一级
奉贤区海湾镇五四社区卫生服务中心,奉贤五四农场内,121.72155207683939,30.867001660047208,一级
奉贤区海湾镇社区卫生服务中心,奉贤区星火农场农工商大道108号,121.56293813315376,30.860170121542865,一级
上海市奉贤区奉浦社区灵芝村卫生室,奉贤区奉浦社区灵芝村老年活动室旁,121.44134238663929,30.962501053381338,一级
上海金伟护理院,奉贤区金汇镇金钱公路718号,121.4938984317505,30.987285097626827,一级
上海人和堂中医门诊部（限于中医科的中药饮片和中药煎药费）,上海市奉贤区南桥镇人民中路248号二楼,121.45392376896244,30.917855012557975,一级
上海力泉医院,上海市奉贤区海湾旅游区海马路5652号,121.52107203867213,30.827530823541046,一级
上海韩村中医门诊部,上海市奉贤区环城东路518号—524号,121.45580000706771,30.941368498052867,一级
上海汇阳中医门诊部,上海奉贤区南桥镇环城南路1291号,121.44706791016179,30.904404816222595,一级
奉贤区奉城镇社区卫生服务中心兰博社区卫生服务站,奉贤区奉城镇兰博路2858号,121.64351797599127,30.90827019828131,一级
奉贤区皮肤病防治所,奉贤区奉城镇塘外社区奉柘公路941号,121.61076150697403,30.8992757460276,二级
上海康君阁门诊部,上海市奉贤区南桥镇江海路322号3幢2-4层,121.45348317510793,30.91060027467587,一级
上海奉爱医院,城大路182号,121.64214327514003,30.908463389112473,一级
奉贤区四团镇社区卫生服务中心平安分中心海港新苑社区卫生服务站,奉贤区新四平公路467弄179号,121.73240440955067,30.894583897598224,一级
奉贤区海湾旅游区社区卫生服务中心,奉贤区奉炮路1180弄2号,121.51447614886882,30.84699731355177,一级
奉贤区皮肤病防治所第二执业点,奉贤区南桥镇解放东路840号,121.47354989647026,30.920475128052534,二级
奉贤区南桥镇西渡社区卫生服务中心九华社区卫生服务站,奉浦社区国顺路555号,121.45247243512637,30.933912184537707,一级
奉贤区南桥镇社区卫生服务中心南桥镇江海村卫生室,南桥镇江海村,121.42809284343336,30.891926296145435,一级
奉贤区南桥镇社区卫生服务中心南桥镇南渡村卫生室,南桥镇南渡村,121.44693927875325,31.00160001656781,一级
奉贤区庄行镇社区卫生服务中心庄行镇西张村卫生室,庄行镇西张村,121.39458886596077,30.94299182755422,一级
上海绿雅堂中医门诊部,奉贤区南桥镇环城西路721号-723号,121.43664773914023,30.9347481010478,一级
上海奉浦医院,奉贤区南桥镇环城东路1148号,121.4629156954586,30.921313989706164,一级
上海霞满径护理站（仅提供居家护理服务）,三新北路1800弄18号楼312、316室,121.1869262312591,31.052192484194308,一级
松江区中心医院,中山中路746号,121.21740381231162,31.008839822920326,二级
上海市第五康复医院,乐都路279号,121.22669926005932,31.015232922307725,二级
松江区泗泾医院,泗泾镇泗通路389号,121.24928080645614,31.12207816888901,二级
松江区九亭医院,九亭镇九新公路155号,121.31515158390911,31.133252075583435,二级
松江区方塔中医医院,松江区中山东路39号,121.24815465736023,31.00859608579099,二级
松江区精神卫生中心,塔汇镇塔汇路209号,121.17480945750252,30.970349624837496,二级
松江区妇幼保健院,松江区西林北路1010号,121.21548626933007,31.026563447498457,二级
松江区车墩镇社区卫生服务中心,车墩镇虬长路168号,121.30589890150719,31.017616730777615,一级
松江区车墩镇社区卫生服务中心分中心,松江区华阳镇华阳街156号,121.27566735305818,31.0076536565642,一级
松江区九亭镇社区卫生服务中心,九亭镇易富路128号,121.32440983050176,31.118079621494314,一级
松江区泖港镇社区卫生服务中心,泖港镇新宾路436号,121.20629436411438,30.93496557186888,一级
松江区泖港镇社区卫生服务中心分中心,松江区五厍2号街70号,121.22122129326362,31.01123699230912,一级
松江区佘山镇社区卫生服务中心,佘山镇佘新路18号,121.17700507574712,31.097753768871385,一级
松江区佘山镇社区卫生服务中心分中心,松江区天新路56号,121.14155583459308,31.07214284253366,一级
松江区小昆山镇社区卫生服务中心,小昆山镇文翔路6300号,121.1210460822016,31.02949932496007,一级
松江区小昆山镇港丰中心卫生室,松江区大港浦港路2号,121.14712032476304,31.007252823087583,一级
松江区新浜镇社区卫生服务中心,新浜镇共青路（1237号）,121.06259431154967,30.93265083381093,一级
松江区新桥镇社区卫生服务中心,新桥镇新南街268号,121.31280976892971,31.06398109166924,一级
松江区叶榭镇社区卫生服务中心,叶榭镇叶权路210号,121.31374421550456,30.94033900719147,一级
松江区叶榭镇社区卫生服务中心张泽社区卫生服务站,松江区叶榭镇竹亭路211号,121.27060100589858,30.93336378646587,一级
松江区永丰街道社区卫生服务中心,松江区荣乐西路1039号,121.18870845714432,31.017736616898176,一级
松江区岳阳街道社区卫生服务中心,松江区阔街21号,121.22660381490653,31.007856194948996,一级
松江区中山街道社区卫生服务中心,上海市松江区施惠路451号,121.24378697740212,31.047825293832886,一级
松江区方松街道社区卫生服务中心,松江区文诚路805号,121.20277493584491,31.03341759600394,一级
松江区洞泾镇社区卫生服务中心,洞泾镇长兴东路1566号,121.27776291959123,31.084702719766245,一级
松江区石湖荡镇社区卫生服务中心,石湖荡镇石湖新路105号,121.11538506756115,30.988732766202673,一级
松江区石湖荡镇社区卫生服务中心分中心,松江区石湖荡塔汇路260号,121.17506593676275,30.970787842129877,一级
上海余天成堂中医门诊部（限于中医科的中药饮片和中药煎药费）,松江区中山中路270号二楼、三楼,121.22772945489517,31.009050245546604,一级
松江区精神卫生中心（第二执业点）,松江区乐都路193号,121.23056554147314,31.015587100008133,二级
松江区岳阳街道社区卫生服务中心荣乐社区卫生服务站,松江区荣乐小区5号,121.22167311301922,31.018134332155345,一级
松江区中山街道社区卫生服务中心方东社区卫生服务站,迎宾路2号1楼,121.24538229643632,31.00680230668537,一级
松江区佘山镇社区卫生服务中心北干山社区卫生服务站,松江区佘山镇北干山,121.19289065668691,31.128330850699147,一级
松江区方松街道社区卫生服务中心江中社区卫生服务站,松江区方松街道南其昌路458弄95号,121.2220627019876,31.02704644438249,一级
松江区永丰街道社区卫生服务中心玉树南苑社区卫生服务站,松江区永丰街道仓丰路104-108号(双号）,121.18715403798691,31.012182203845946,一级
松江区中山街道社区卫生服务中心蓝天社区卫生站,蓝天新村338号,121.24559460409485,31.014737635837392,一级
松江区方松街道社区卫生服务中心建设社区卫生服务站,松江区谷阳北路1250弄公建房83-85号,121.23267711140986,31.032623202483833,一级
上海弘德堂中医门诊部,松江区谷阳北路1425弄174号,121.22902603593744,31.035325666723317,一级
上海赫尔森康复医院,松江区九亭镇九新公路528号,121.3157055327141,31.119254624817703,二级
松江区泗泾镇社区卫生服务中心,松江区泗泾镇江川北路108号,121.27024417989257,31.11405217304428,一级
上海亲清老年护理院,辰花路387号,121.24931823710779,31.069399603760075,一级
松江区九亭镇社区卫生服务中心奥园社区卫生服务站,松江区九亭镇涞寅路14、16号,121.32296708186685,31.153461395630075,一级
松江区九亭镇社区卫生服务中心颐景园社区卫生服务站,松江区九亭镇涞亭南路888弄91号,121.33778218989139,31.125826103203934,一级
上海市松江小昆山敬老院医务室,上海市松江区小昆山镇玉昆路660号,121.11036828047953,31.035728215774274,一级
上海久富门诊部,松江区新桥镇莘砖公路557弄39-49号（单号）1-2层,121.31633728695846,31.093767542081256,一级
松江区九亭镇社区卫生服务中心涞坊路社区卫生服务站,松江区涞坊路1238-1244号,121.29302397842194,31.14805006496864,一级
松江区九亭镇社区卫生服务中心亭南社区卫生服务站,松江区莘淞路1288弄1279号,121.34370585325973,31.099472938146405,一级
松江区泗泾镇社区卫生服务中心新凯家园社区卫生服务站,松江区泗泾镇新家园路211号,121.23162613586547,31.109851719545084,一级
松江区小昆山镇社区卫生服务中心玉昆小区社区卫生服务站,松江区玉昆路280弄117号101室,121.1151286952608,31.037192081893203,一级
上海市养志康复医院,上海市松江区光星路2209号,121.2386849724697,31.06778104539875,二级
松江区新桥镇社区卫生服务中心新桥镇春申村中学卫生室,新桥镇春申村申华南侧老年活动中心,121.3318398616665,31.096430413418805,一级
松江区九亭镇社区卫生服务中心九亭镇金吴村中心卫生室,九亭镇盛福路,121.30618575801424,31.105911623651405,一级
松江区九亭镇社区卫生服务中心九亭镇朱龙村中心卫生室,九亭镇连富路司马塘西南侧,121.31032763445849,31.118440153553816,一级
松江区叶榭镇社区卫生服务中心叶榭镇大庙村中心卫生室,叶榭镇大庙村,121.26179891168552,30.919591765467068,一级
松江区叶榭镇社区卫生服务中心叶榭镇团结村中心卫生室,叶榭镇团结村,121.30983853624,30.956311811228144,一级
松江区叶榭镇社区卫生服务中心中原社区卫生服务站,叶榭镇强恕小区,121.31611023369838,30.94810492844132,一级
松江区永丰街道社区卫生服务中心仓吉社区卫生服务站,永丰街道仓城,121.20312321973846,31.000661308344775,一级
松江区永丰街道社区卫生服务中心仓桥社区卫生服务站,永丰街道松汇西路1327号,121.2079918127115,31.005223180387606,一级
松江区永丰街道社区卫生服务中心周星村社区卫生服务站,永丰街道周星村,121.19174995612269,31.006153546834398,一级
松江区永丰街道社区卫生服务中心盐仓社区卫生服务站,永丰街道富永路425弄113号,121.22114477569313,30.99277181455582,一级
松江区新桥镇社区卫生服务中心场西社区卫生服务站,新桥镇明兴路469号,121.3360992781333,31.086253136058605,一级
松江区新桥镇社区卫生服务中心晨星社区卫生服务站,新桥镇茜浦路889号,121.30837734293932,31.043247267604848,一级
上海庆云中医门诊部,松江区九亭镇沪亭南路507、509号一、二层511、513、515、517二层,121.40087266325621,31.165800968822712,一级
上海申园康复医院,辰花路2125弄125号,121.21084021288047,31.068645846139223,二级
松江区新浜镇社区卫生服务中心新浜镇胡家埭村中心卫生室,新浜镇文华村,121.10192278498096,30.939437619120064,一级
松江区泗泾镇社区卫生服务中心泗泾镇润江中心卫生室,泗泾镇古楼路656弄111号,121.25359935579448,31.107992880686176,一级
松江区洞泾镇社区卫生服务中心洞泾镇渔洋浜村中心卫生室,洞泾镇渔洋浜村,121.2361855981849,31.089218154358566,一级
松江区洞泾镇社区卫生服务中心洞泾镇砖桥村中心卫生室,洞泾镇砖桥村,121.2641522587437,31.093204695230508,一级
松江区洞泾镇社区卫生服务中心洞泾镇塘桥村中心卫生室,洞泾镇王家厍路885弄7号101,121.22730816744316,31.092465860238438,一级
上海博大医院,松江区阔街23号,121.22577021775285,31.008046496064363,一级
松江区叶榭镇社区卫生服务中心叶榭镇徐姚村中心卫生室,叶榭镇徐姚村,121.2874437833659,30.939783932260283,一级
松江区叶榭镇社区卫生服务中心叶榭镇东石村中心卫生室,叶榭镇东石村,121.34345211847541,30.93973849209222,一级
松江区叶榭镇社区卫生服务中心叶榭镇东勤村中心卫生室,叶榭镇东勤村,121.33855529244045,30.96555198092829,一级
松江区叶榭镇社区卫生服务中心叶榭镇同建村中心卫生室,叶榭镇同建村,121.31607257811635,30.92154973501204,一级
松江区石湖荡镇社区卫生服务中心石湖荡镇东港村中心卫生室,石湖荡镇东港村,121.18378213781419,30.982572756942783,一级
松江区中山街道社区卫生服务中心中山文化苑社区卫生服务站,松江区茸惠路1100弄37号,121.25415666407731,31.065557601091136,一级
上海市松江区新桥镇社区卫生服务中心分中心,松江区新桥镇新南路825号,121.33850858943144,31.091290856295387,一级
廊下镇社区卫生服务中心廊下镇中华村卫生室,廊下镇中华村一组5091号,121.14079438739843,30.791629436339285,一级
吕巷镇社区卫生服务中心吕巷镇白漾村卫生室,吕巷镇白漾村6002号,121.24009050306134,30.83717935651624,一级
吕巷镇社区卫生服务中心吕巷镇马新村卫生室,吕巷镇马新村马村5080号,121.16129835353296,30.836605558028147,一级
吕巷镇社区卫生服务中心吕巷镇龙跃中心卫生室,吕巷镇金张公路1625号,121.22397474053415,30.83044023535984,一级
工业区社区卫生服务中心金山工业区红光村卫生室,金山工业区朱漕路655号,121.35585183430847,30.849553859030788,一级
工业区社区卫生服务中心金山工业区高楼村卫生室,金山工业区亭朱公路365弄69号,121.32924356738079,30.852560824611032,一级
朱泾镇社区卫生服务中心朱泾镇待步泾中心卫生室,朱泾镇待泾村蒋泾7088-1号,121.11949985244897,30.884425299203038,一级
朱泾镇社区卫生服务中心朱泾镇新泾村卫生室,朱泾镇朱平公路5198号,121.14104300690514,30.883711636829357,一级
朱泾镇社区卫生服务中心朱泾镇温河村卫生室,朱泾镇新民村5组6081号,121.16217069272328,30.900791051696615,一级
张堰镇社区卫生服务中心张堰镇鲁堰村卫生室,张堰镇鲁堰村8组2188号,121.2984232837459,30.807415398860925,一级
张堰镇社区卫生服务中心张堰镇秦望村卫生室,张堰镇秦望小区3067号,121.26778154696771,30.80925701889273,一级
张堰镇社区卫生服务中心张堰镇秦阳村卫生室,张堰镇秦阳村四组7001号,121.26775455753723,30.78554806196573,一级
张堰镇社区卫生服务中心张堰镇桑园村卫生室,张堰镇张旧公路1879弄1号,121.30399068991207,30.79668371874825,一级
金山卫镇社区卫生服务中心金山卫镇八字中心卫生室,金山卫镇八字村7032号,121.2727353356165,30.7675072019764,一级
金山卫镇社区卫生服务中心金山卫镇八一梅园中心卫生室,金山卫镇八一村梅园4018号,121.276421608833,30.742277525712524,一级
复旦大学附属金山医院,金山区龙航路1508号,121.32407520215394,30.75922531621384,三级
金山区亭林医院,亭林镇寺平北路80号,121.31003107675687,30.88604794444761,二级
上海市第六人民医院金山分院,朱泾镇健康路147号,121.15360416461,30.894923690925744,二级
金山区中心医院漕泾分院,漕泾镇（中一东路99号）,121.41880736195287,30.79580040128909,二级
金山区中西医结合医院,金山区枫泾镇白牛路219号,121.01719080708145,30.894153251312197,二级
金山区精神卫生中心,金山区金石南路1949号,121.2460426013304,30.775008237940536,二级
金山区妇幼保健所,朱泾镇南圩路12号,121.15893830062035,30.899532765785633,二级
金山区牙病防治所,石化城区象州路12号,121.34593135470747,30.713529209753357,二级
金山区众仁老年护理医院,枫泾镇枫阳路258号,121.01788723110725,30.896097126766747,一级
上海市金山区枫泾镇社区卫生服务中心兴塔分中心,兴塔镇新兴路838号,121.70905923801519,31.374614525221496,一级
金山区漕泾镇社区卫生服务中心,漕泾镇运石路85号,121.41942911756244,30.79528727699875,一级
上海市金山区吕巷镇社区卫生服务中心干巷分中心,干巷镇塌石桥路95号,121.23280516127923,30.829668197387058,一级
金山区金山卫镇社区卫生服务中心,金山卫镇西静路367号,121.30943082267218,30.72718359625485,一级
金山区廊下镇社区卫生服务中心,廊下镇漕廊公路7887号,121.19046479844576,30.79004578908697,一级
金山区吕巷镇社区卫生服务中心,吕巷镇溪北路74号,121.17019385698057,30.831139367671955,一级
金山区山阳镇社区卫生服务中心,山阳镇向阳西路88号,121.36707088606337,30.768862361077776,一级
上海市金山区朱泾社区卫生服务中心新农分中心,上海市金山区朱泾镇康健路32弄2号,121.20106883469604,30.8963030784854,一级
金山区张堰镇社区卫生服务中心,张堰镇大街199号,121.28372227320698,30.806321267086155,一级
金山区朱泾社区卫生服务中心,朱泾镇罗星路193号,121.16466786016386,30.899500494572084,一级
金山区朱泾社区卫生服务中心罗星南路执业点,朱泾镇罗星南路608号,121.16534975315608,30.893485304436386,一级
上海金山工业区社区卫生服务中心,亭卫公路6668号,121.3408210489251,30.85324186026155,一级
金山区石化社区卫生服务中心,石化象州路12号,121.34594932235461,30.713482202089843,一级
金山区石化社区卫生服务中心滨海社区卫生服务站,石化街道滨海二村26号,121.32064642298141,30.73048176899797,
金山区亭林镇社区卫生服务中心,金山区松隐大街456号,121.23201050468504,30.89319419610232,一级
金山区亭林镇社区卫生服务中心亭林分中心,亭林镇和平南路56号,121.31047338479726,30.882707077533286,一级
金山区枫泾镇社区卫生服务中心,枫泾镇枫杰路28号,121.01689289330047,30.89354445976337,一级
上海钱圩精神病院,金山区秦弯路1155弄19号,121.24304082538728,30.77513209273333,一级
金山区金山卫镇社区卫生服务中心钱圩分中心,金山区金山卫镇钱商大街252号,121.2442545427424,30.77795265000023,一级
上海颐丹护理院,上海市金山区朱泾镇金石北路7666号护理楼、12号楼,121.19223480073671,30.88750645409204,一级
金山区石化社区卫生服务中心蒙山北路社区卫生服务站,石化蒙山北路1532号,121.33742924162817,30.736961602452546,一级
金山区枫泾镇社区卫生服务中心枫泾镇新春村卫生室,枫泾镇枫阳路1811弄120号,120.98927581383262,30.899065073191615,一级
金山区枫泾镇社区卫生服务中心枫泾镇新华村卫生室,枫泾镇新华村4078号,121.0214686893457,30.875937844404156,一级
金山区枫泾镇社区卫生服务中心枫泾镇五一村卫生室,枫泾镇五一村2122号,121.08356561229871,30.88284176872581,一级
金山区枫泾镇社区卫生服务中心枫泾镇贵泾中心卫生室,枫泾镇兴坊路622号,121.10993608583519,30.85952659575028,一级
金山区漕泾镇社区卫生服务中心漕泾镇海涯村卫生室,漕泾镇漕廊公路985弄,121.38321239170067,30.796204811767502,一级
金山区漕泾镇社区卫生服务中心漕泾镇阮巷村卫生室,漕泾镇阮巷村明华1083号,121.38531012243449,30.81824539515681,一级
金山区漕泾镇护塘中心卫生室,漕泾镇护塘村邓桥1117号,121.37607867646575,30.795231700663393,一级
金山区金山卫镇社区卫生服务中心北门社区卫生服务站,金山卫镇龙轩路2208弄90号,121.30935349749765,30.744915669208627,一级
金山区金山卫镇社区卫生服务中心金山卫镇农建中心卫生室,金山卫镇镇农建村1088号,121.30962507686522,30.754700072909422,一级
金山区金山卫镇社区卫生服务中心金山卫镇星火村卫生室,金山卫镇星火村钱鑫路268号,121.24655161200509,30.77393779130061,一级
金山区金山卫镇社区卫生服务中心金山卫镇塔港中心卫生室,金山卫镇镇塔港村6027号,121.23305017374868,30.782762269518532,一级
金山区廊下镇社区卫生服务中心廊下镇光明村卫生室,廊下镇光明村景钱路6号,121.22623661953095,30.803991698884474,一级
金山区廊下镇社区卫生服务中心廊下镇万春村卫生室,廊下镇万春村518号,121.21776510026535,30.79477758281912,一级
金山区吕巷镇社区卫生服务中心颜圩村卫生室,吕巷镇颜圩村干林路1318号,121.26761655982222,30.835080656632574,一级
金山区吕巷镇社区卫生服务中心夹漏村卫生室,吕巷镇夹漏村3011号,121.12883145108931,30.844301417848442,一级
金山区张堰镇社区卫生服务中心秦山河泾中心卫生室,张堰镇秦山河泾村,121.2790924359486,30.794463656780913,一级
上海金山工业区社区卫生服务中心金山工业区欢兴中心卫生室,金山工业区欢兴村,121.37425868119773,30.852749040921637,一级
金山区朱泾社区卫生服务中心朱泾镇长滨村卫生室,朱泾镇长滨村仙居路822号,121.1847621644632,30.90958371297245,一级
上海金山工业区社区卫生服务中心金山工业区恒信居民委员会卫生室,金山工业区恒顺路215弄341号,121.33549007254999,30.859196213729433,一级
金山区亭林镇社区卫生服务中心亭林镇龙泉村卫生室,亭林镇南亭公路5346弄9号,121.3467683375693,30.893090268426178,一级
金山区亭林镇社区卫生服务中心亭林镇亭北村卫生室,亭林镇亭北路6088号,121.30223867027247,30.899680971933254,一级
金山区亭林镇社区卫生服务中心亭林镇后岗村卫生室,亭林镇后岗村9083号,121.26668836942804,30.860728731646997,一级
金山区朱泾社区卫生服务中心朱泾镇大茫村卫生室,朱泾镇大茫村6011号,121.14836791175154,30.862754111259257,一级
上海济德中医门诊部,金山区朱泾镇罗星南路382号,121.16515274130359,30.888886625429507,一级
金山卫镇张桥刘堰村卫生室,张桥刘堰村,121.24859561650575,30.756733737677028,一级
金山卫镇横召村卫生室,横召村3008号,121.23487452735291,30.762730761287283,一级
上海卫夷护理站（仅提供居家护理服务）,上海市金山区前京大道349号,121.33979105824687,30.738067713459913,一级
上海市金山区漕泾镇阮巷村老街卫生室,上海市金山区漕泾镇阮巷街道2号,121.38531012243449,30.81824539515681,一级
上海建国医院（限门诊结算）,金山区卫清西路755号-767号,121.33319715987211,30.729685201515412,一级
金山区朱泾社区卫生服务中心朱泾镇秀州村卫生室,朱泾镇秀州村3150号,121.16811508026315,30.908841488509857,一级
金山区朱泾社区卫生服务中心朱泾镇牡丹村卫生室,朱泾镇牡丹村2组2088号,121.20116269959772,30.88773223406343,一级
金山工业区社区卫生服务中心便利中心社区卫生服务站,金山工业区月工路888号,121.34128468793487,30.81081503428042,一级
上海爱尔睛亮眼科医院,上海市金山区卫清东路2895号杭州湾家园小区商业楼（5#楼）1-3楼,121.34879692670967,30.73372619687419,二级
上海亭升中医门诊部,亭林镇亭升路102-108号,121.31841250986673,30.88362058217176,一级
枫泾镇社区卫生服务中心枫泾镇菖梧村卫生室,枫泾镇菖梧村6008-5号,121.02245257063197,30.86179831970309,一级
枫泾镇社区卫生服务中心枫泾镇新元村卫生室,枫泾镇新元村4053-2号,121.00444452410873,30.940334567956675,一级
枫泾镇社区卫生服务中心枫泾镇钱明村卫生室,枫泾镇钱明村王圩东路5088号,121.0537904479208,30.890235676472894,一级
枫泾镇社区卫生服务中心枫泾镇新新村卫生室,枫泾镇新新村养义1062号,121.02732055619913,30.83827067731185,一级
枫泾镇社区卫生服务中心枫泾镇团新村卫生室,枫泾镇团新村7002号,121.00465621489847,30.839080035558954,一级
枫泾镇社区卫生服务中心枫泾镇韩坞村卫生室,枫泾镇韩坞村2163号,121.10084159185398,30.915571379255226,一级
枫泾镇社区卫生服务中心枫泾镇五星村卫生室,枫泾镇五星村蒋浜1070号,121.0443301598095,30.84423362283625,一级
枫泾镇社区卫生服务中心枫泾镇卫星村卫生室,枫泾镇卫星村4059号,121.08247143802649,30.89408771464047,一级
漕泾镇社区卫生服务中心漕泾镇水库卫生室,漕泾镇水库村长堰1155号,121.39543747688394,30.83018446554066,一级
漕泾镇社区卫生服务中心漕泾镇增丰村卫生室,漕泾镇增丰村2058号,121.39663654572507,30.77013842407737,一级
亭林镇社区卫生服务中心亭林镇亭东村卫生室,亭林镇亭虹路316号,121.33377854501867,30.886245707190668,一级
亭林镇社区卫生服务中心亭林镇金门中心卫生室,亭林镇亭枫公路1036号-1（临）,121.27736566706237,30.892888631881018,一级
亭林镇社区卫生服务中心亭林镇浩光村卫生室,亭林镇浩光村3148号,121.23510603104485,30.91339667465484,一级
亭林镇社区卫生服务中心亭林镇红阳村卫生室,亭林镇红阳村车亭公路3459号,121.32074592308284,30.898768245778232,一级
山阳镇社区卫生服务中心山阳镇杨家卫生室,山阳镇杨家村3992号,121.32894733787208,30.757228035091874,一级
山阳镇社区卫生服务中心山阳镇长兴卫生室,山阳镇长兴村2009号,121.33708874794593,30.786747921460645,一级
山阳镇社区卫生服务中心金山嘴工业管理区新江中心卫生室,金山嘴工业管理区华江新村46号,121.35563369602201,30.738767704193474,一级
山阳镇社区卫生服务中心山阳镇向阳中心卫生室,山阳镇红旗东路232弄51支弄38号,121.35790938108663,30.766216969609573,一级
